-0.00577724012323	-0.00651831277624
-0.00664983254842	-0.00691528576897
-0.00796675806454	-0.00868324938972
-0.0104938110733	-0.0105229591059
-0.0160507212568	-0.0156187300251
-0.0190251937035	-0.0224309551571
-0.0206743788484	-0.0248029093492
-0.0217675095074	-0.0256789929549
-0.0243426383134	-0.0291155896588
-0.0257198416257	-0.0317979133992
-0.0266040176563	-0.0327691343746
-0.0270505009524	-0.0339766705882
-0.0283266419993	-0.0346229792473
-0.0281874632368	-0.0343446753087
-0.0291724472565	-0.035923749118
-0.028083577331	-0.0362646199823
-0.0310206325871	-0.0361606206458
-0.0306435742207	-0.0359355888763
-0.0315288261146	-0.0381401844185
-0.0325919963887	-0.0393505504399
-0.0321082630851	-0.0380309748877
-0.0336802960412	-0.0388473221198
-0.0345624923943	-0.0371080875648
-0.0358060652413	-0.038482242628
-0.0362770121408	-0.0406761540052
-0.0371284310094	-0.0396951202278
-0.0365820551293	-0.0401666622159
-0.0352873662493	-0.0382294430022
-0.0363022598812	-0.0398625020397
-0.0392665614079	-0.0414522453429
-0.0371095531824	-0.041740908471
-0.0403163079874	-0.0423078399681
-0.0396731972037	-0.0415597006359
-0.0377491458905	-0.0423397662251
-0.0401320491555	-0.043281936715
-0.0413396438293	-0.0442437394261
-0.0403116045844	-0.0430392940187
-0.042894894374	-0.0460104002566
-0.0435795349189	-0.0463048979025
-0.046138862643	-0.0495921447246
-0.0462650296351	-0.0487086684552
-0.0476273266474	-0.0492761908718
-0.0487973350267	-0.049943313999
-0.0479192467534	-0.0497135320473
-0.045757022523	-0.0479330277354
-0.0493569614749	-0.0506536038249
-0.0472693780929	-0.0525241863258
-0.0500147281674	-0.0531686424777
-0.0504512614145	-0.0533944164846
-0.0509717283678	-0.0545008202263
-0.0515368984733	-0.0544330346871
-0.0507814017072	-0.0552551831366
-0.0521860432597	-0.0546543325226
-0.0520266669365	-0.0553629313776
-0.0527606395508	-0.056147072241
-0.0533982727132	-0.0555219877104
-0.0529244663158	-0.0550647971487
-0.0534974457354	-0.0559218758224
-0.0535746701352	-0.0562163706849
-0.0539570242547	-0.0581494492638
-0.0542453922185	-0.0563431775434
-0.0547076329988	-0.0557177686181
-0.0533677542693	-0.0572266775917
-0.0535349938613	-0.0571156969011
-0.0553641655428	-0.0568884680526
-0.0557276371839	-0.0585426405011
-0.055012752228	-0.0581618371308
-0.0552539920591	-0.0584080697944
-0.0553283301505	-0.0572013875711
-0.0555111210494	-0.0587387118169
-0.05608370799	-0.0589519837866
-0.0559213302928	-0.0594032342219
-0.0540778195331	-0.0585739429472
-0.0556994692474	-0.0590888657567
-0.0571279491254	-0.0599258023041
-0.0571482078925	-0.0591399624381
-0.0575464027292	-0.0598046477621
-0.0560047814205	-0.0588391140134
-0.0573694438831	-0.0589327690275
-0.0560046995974	-0.0601598528953
-0.0574826445406	-0.0604038855638
-0.0576881961037	-0.0603088863532
-0.0575885437984	-0.060946557241
-0.0568908786566	-0.0606743988858
-0.0569913438312	-0.0608182958683
-0.0586276420964	-0.0601361026595
-0.0592418358741	-0.0617062908819
-0.0587251669773	-0.0613328042194
-0.0569511331376	-0.0600752296534
-0.0573356865818	-0.0596564014298
-0.057850447357	-0.0620188178152
-0.0595383683602	-0.0620915360455
-0.0577601114419	-0.06172870286
-0.0599824636558	-0.0616722503822
-0.0603608684993	-0.0620972685889
-0.0593869799832	-0.0619081324603
-0.059508850093	-0.0620528790653
-0.0604610507235	-0.0627227882011
-0.0608278226221	-0.0633952141457
-0.0606468071313	-0.0635071159353
-0.0618253077803	-0.0630368514553
-0.0595646070621	-0.0637314645573
-0.0605046734713	-0.0622184703858
-0.0611285842437	-0.0624100682367
-0.0608223097757	-0.0635155623877
-0.0600778853672	-0.0631212529693
-0.0604470253164	-0.0634076151514
-0.0611494927435	-0.0636140559806
-0.0615976799474	-0.0640141386058
-0.0617862009451	-0.0643420375596
-0.0619327412325	-0.0629596501575
-0.0619518561999	-0.0640617570928
-0.0620796504987	-0.0639279643375
-0.0617721942355	-0.0632580628208
-0.0609314808397	-0.0635918579265
-0.0611570954488	-0.0646899630541
-0.0622533059139	-0.0625687324266
-0.0617290204278	-0.0645949202028
-0.0634075078945	-0.0642539288837
-0.0618570236962	-0.064782100974
-0.062767395778	-0.0650430918608
-0.0621866334505	-0.0638990809304
-0.0621484659782	-0.06374168553
-0.0632047324654	-0.0648866344185
-0.0618806498423	-0.0652274876966
-0.063022783579	-0.0656286312733
-0.062620595653	-0.0648338450799
-0.0631994425621	-0.0654538304794
-0.0632211078279	-0.0657193997408
-0.0625874371919	-0.0650684891542
-0.0630478914021	-0.0653447280948
-0.0636872392922	-0.0665160804453
-0.0636465364897	-0.0662087228621
-0.0634252787833	-0.0659336154666
-0.0636418692429	-0.0659189647383
-0.0636732221226	-0.0660935612252
-0.063803239019	-0.0658808570413
-0.0631566493458	-0.0654767345805
-0.0631696367436	-0.0657708573872
-0.0637095251185	-0.0661112416807
-0.063819633281	-0.0652460986816
-0.0634606010185	-0.0654707343718
-0.0629074825859	-0.0662488800696
-0.0643090732271	-0.0662248897295
-0.0643717703432	-0.0659019640508
-0.0645427748585	-0.065773531962
-0.0641306775061	-0.0662938989996
-0.0630688529812	-0.0662600116699
-0.0646043494562	-0.0659437174169
-0.0636775261522	-0.065473240177
-0.0635610672654	-0.0657964846918
-0.0642864725291	-0.0665042541201
-0.0634742724131	-0.0666340732442
-0.0637741210414	-0.0659716547962
-0.0640852125023	-0.065300842808
-0.0639016809657	-0.0663174118145
